id,mass,x,y,z,vx,vy,vz
296,76.4293,9.88469,5.08291,-9.82438,0.0498797,-0.0621479,-0.0300631
297,16.3997,7.10932,-9.48781,-7.12903,0.0101744,-0.0427898,0.00266426
298,85.2601,4.67996,1.71992,9.21434,0.0742974,0.014103,-0.0165998
299,21.7855,-7.57646,7.32733,7.53254,-0.0623509,0.0447229,-0.0463695
300,6.44476,-9.53965,0.0990452,3.83352,-0.0813449,0.0204494,-0.062055
301,26.4676,1.05757,3.44981,8.17322,-0.00289373,-0.0660208,0.0733364
302,42.6205,-9.15123,-4.40352,3.21709,-0.0536239,0.0197451,-0.0421099
303,99.8818,7.34208,-7.44848,3.11765,-0.00747364,-0.00203618,0.0691283
304,11.4666,0.893342,-5.31098,-9.58411,-0.0268764,0.088283,-0.0322853
305,20.5313,9.70448,-3.42687,3.35541,-0.0617347,0.0801438,-0.0670292
306,19.3535,8.06926,-7.79287,-3.24931,0.0135656,-0.0971286,0.00467129
307,67.0455,-0.991759,-7.96035,0.788045,0.0625811,0.0446354,0.0387765
308,13.6065,1.41015,6.61743,-7.02458,-0.0167369,0.0450302,0.0375071
309,13.5251,-4.26911,3.73934,7.30741,-0.0331583,0.0745835,0.0956935
310,99.9642,7.86503,4.58017,-6.61858,-0.0583418,0.0811997,-0.00630631
311,16.6696,-2.95368,-8.7683,-8.99497,-0.0535289,-0.0175624,-0.0158512
312,64.1988,9.68407,6.21319,7.36957,-0.0194285,-0.00135776,-0.00296498
313,92.2633,6.19975,-1.3211,-7.40458,0.0537691,0.0100175,-0.0301422
314,3.8447,-0.890291,-5.44164,6.90706,-0.0969342,0.0853557,0.046054
315,81.16,6.74716,7.05776,-6.75053,-0.0839061,0.0530363,0.0389392
316,57.2475,2.20181,5.02512,3.51306,0.0463799,0.0241447,0.0443839
317,66.1727,-6.61148,5.69832,8.77163,-0.0288652,0.0585676,0.0992578
318,27.8942,-9.10377,3.42258,-7.13793,0.0794265,-0.0399013,0.064693
319,67.2821,-8.7038,3.02079,-5.33682,-0.0693677,0.044505,-0.049404
320,8.56847,2.90305,9.14873,7.45466,-0.0887023,0.0965839,-0.047152
